Smiles	Is_Nature_Product	Np Likeness Score
O=[N+]([O-])c1ccc2[nH]cnc2c1	0	-1.95
CCOC(=O)C1(CC2CC2)CCN(Cc2cc(Cl)c(O)c(OC)c2)CC1	0	-0.34
O=C(Nc1ccccc1Cl)c1cnn2ccc(N3CCCCC3)cc12	0	-1.95
COC(=O)c1c(Nc2ccccc2Cl)[nH]c2ccccc12	0	-0.84
C=CC(C)(C)OC[C@H]1O[C@H](O[C@@H]2C3=C([C@H](C)COC(C)=O)C[C@H](O)[C@]3(C)/C=C3/[C@@H](COC)CC[C@H]3[C@@H](C)[C@H]2O)[C@H](O)[C@@H](OC(C)=O)[C@@H]1O	1	1.99
CCCCCCCCCCCCCCCCSCC(O)C1OC(=O)C(OC)=C1OC	0	0.75
C/C=C(\C)C(=O)O[C@H]1C=CC(=O)O[C@H]1/C=C/C(=O)C(C)O	0	3.05
Cc1c(C(=O)O)ccc2c1NC(c1ccc(OCC#N)cc1)C1CC=CC21	0	-0.59
Cc1cc(C)n(CC(=O)c2ccccc2)c(=O)c1C#N	0	-1.64
CC(C)Cc1c(C#N)cc2ccccc2c1C(=O)N(C)C[C@@H](CCN1CCC(c2ccccc2[S@+](C)[O-])CC1)c1ccc(Cl)c(Cl)c1	0	-0.77
Oc1ccc(/N=C(/Cc2ccc(Cl)cc2)c2ccc(O)c(O)c2O)cc1	0	-0.11
CCCOc1ccc(Cl)cc1NC(=O)NCCC(=O)N(C)C	0	-2.12
CCOC(=O)c1c(C)[nH]c(=O)c(C#N)c1-c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	0	-1.29
C=C[C@]1(C)C=C2C(=O)[C@@]3(O)OC(=O)[C@@]4(CCCC(C)(C)[C@H]34)[C@@]2(O)[C@H](O)C1	1	3.35
CO[C@@H]1CC(=O)C2=CCCC3(Oc4cccc5cccc(c45)O3)[C@@H]2[C@@H]1O	1	1.67
CC(C)CC(NC(=O)C(O)C(O)C1CCCN1)C1Cc2cccc(O)c2C(=O)O1	1	1.75
C/C=C1\C(=O)Nc2ccccc21	1	0.33
CC(C)C[C@H](NC(=O)C(O)c1cccc2ccccc12)[C@@H](O)CC(=O)N[C@H](C(=O)NC1C[C@@H](C(=O)O)C[C@@H](C(=O)O)C1)C(C)C	0	0.09
O=C(O)c1ccc(-n2nc(Oc3c(Cl)cccc3Cl)c3cccnc32)cc1	0	-1.23
CCCCCC(=O)NCC(=O)c1ccc(O)cc1	1	-0.11
C[C@@H]1CC[C@H]2[C@]13CC[C@@]1(C)O[C@]2(C)[C@@H](NCCCCN(C)CCCN(C)C)[C@H]1C3	1	1.62
C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](O)[C@H]2O)[C@@H](O)[C@H](C)Cc1ccccc1	1	1.63
CCn1nc(C)cc1C(=O)Nc1cccc(Oc2ccc3c(/C=C/c4c[nH]cn4)n[nH]c3c2)c1	0	-1.48
O=S(=O)(O)Oc1ccc(Oc2c(Br)cc(Oc3ccc(O)c(Br)c3)cc2Oc2ccc(Br)cc2Br)c(Br)c1Oc1ccc(Br)cc1Br	1	
CN1c2ccccc2[C@@]23C[C@H]4C(=O)N5[C@H]6N(C[C@@]7(C)O[C@@H]7C2)c2ccccc2[C@@]6(C)C[C@H]5C(=O)N4[C@H]13	1	1.1
COc1ccc(-c2c(CO)n(Cc3cccc(C(F)(F)F)c3)c3cc4c(cc23)OCO4)cn1	0	-0.99
O=C1NC(=O)C(Cc2ccc(N3CCC(NC[C@H](O)c4cccnc4)CC3)cc2)S1	0	-0.77
COc1ncccc1C(c1cc2cc(Br)ccc2nc1OC)C(O)(CCN(C)C)c1cccc2c1OCO2	0	-0.53
C/C(=C\CC/C(C)=C/Cc1cc(C(=O)O)ccc1N)CC/C=C(\C)CC/C=C(\C)CCC(=O)O	1	0.87
COC(=O)c1csc([C@@H](OC(=O)[C@H](C)[C@H](CCCC(C)(Cl)Cl)OC(=O)c2csc([C@H](O)CO)n2)C(C)C)n1	1	0.38
COc1ccc(NC2=CC(=O)c3c(cnc4c3c(=O)n(C)c(=O)n4C)C2=O)cc1	0	-0.28
COc1ccc(/C=C\c2cc(Br)c(OC)c(OC)c2)cc1OP(=O)([O-])[O-].[Rb+].[Rb+]	0	0.64
COc1ccc(-c2nn(C3CCN(C(=O)C4(c5ccccc5)CC4)CC3)c(=O)o2)cc1	0	-1.05
c1ccc(N2CCN(CCCCc3cc(-c4cccs4)no3)CC2)cc1	0	-1.95
O=C(NC(=S)N1CCN(C/C=C/c2ccccc2)CC1)c1cccnc1	0	-1.52
C=CC(C)(C)c1cc(-c2coc3cc(O)cc(O)c3c2=O)c(O)cc1O	0	2.04
CC(C)[C@H]1[C@@H](O)C(=O)[C@@]2(O)[C@H]3OCC4=C3[C@@](C)(CC[C@@H]4O)CC[C@]12C	1	2.32
Cc1noc(C)c1S(=O)(=O)Nc1ccc2c(c1)C(=O)N([C@H](C)CO)C[C@H](C)[C@H](CN(C)Cc1ccc3c(c1)OCO3)OCCCC[C@@H](C)O2	0	-0.93
O=C1C(Nc2cc(F)ccc2F)=C(Cl)C(=O)c2[nH]ncc21	0	-1.61
CC(C)CCC[C@@](C)(O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O[C@@H]5OC[C@@H](O[C@@H]6O[C@H](C)[C@@H](O[C@@H]7OC[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](C)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@H]4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)C3=CC[C@@]21C	0	
O=S(=O)(c1cnccc1N1CCN(/N=C/c2ccc(Br)cc2)CC1)N1CCCCC1	0	-1.77
[Br-].c1ccc(C(c2ccccc2)[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1	0	-0.06
COc1ccccc1CNC(=O)Cn1ncc2c3ccccc3n(Cc3ccccc3C)c2c1=O	0	-1.6
Cn1c([N+](=O)[O-])cnc1C=O	0	-1.08
CSCSSC	1	1.22
CS(=O)(=O)c1ccc(CCNCc2ccc(-c3ccc(CN(C(=O)C4CC(=O)c5ccccc54)C4Cc5ccccc5C4)cc3)nc2)cc1.O=C(O)C(F)(F)F	0	-0.92
COc1ccccc1N1CCN(C(=O)c2nc3cc(Cl)ccc3s2)CC1	0	-2.01
NC(=S)N/N=C/c1ccc(Sc2cccc(C(F)(F)F)c2)o1	0	-2.19
COc1ccc(NC(=O)c2cncc(Br)c2)c(S(=O)(=O)N2CCOCC2)c1	0	-2.12
CCCCCCC/C(C)=C/C(=O)/C=C1\NC(=O)C(CCCCC)O1	1	1.59
CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N)C[C@@H]3N)O[C@@H]2[C@@H]1O	1	1.74
CC(=O)O[C@@H]1C2=CC[C@@H]3C4=C(C(C)C)C[C@H](O)[C@]4(C)CC[C@@]3(C)[C@H]3O[C@@H]4OC[C@@]1(O)[C@H](O)[C@]4(O)[C@H]23	1	3.06
COCCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)c2cc1OCCN1CCOCC1	0	-1.82
CCCC[C@@H]1Cc2cc3c(cc2[C@H]1N(C)C)OCO3.Cl	0	0.98
CC1=CC[C@]2(OC[C@]34CCC5=C(CC[C@@H]6C(=C5)C=CC(=O)OC6(C)C)[C@]3(C)CC[C@@H]4[C@@H]2C)OC1=O	1	3.07
CCCCc1nc(Cl)c(COC)n1Cc1ccc(C(=O)Nc2ccccc2C(=O)O)cc1	0	-1.2
C/C(=C\C=C\[C@H](O)[C@@H](C)O)[C@H](O)[C@H](C)C(=O)O[C@H]1C[C@H](CO)C[C@@H]2C=C[C@H](C)[C@](C)(C(=O)C(O)CO)[C@@H]12	1	2.27
CN1CCN(C(=S)C(=O)NCc2ccccc2)CC1	0	-1.26
COc1ccc(S(=O)(=O)Nc2cc3c4c(c2)C(C)C(=O)N4CCC3)cc1OC	0	-1.24
COc1ccc(C(=O)CSC#N)cc1OC	0	-0.65
CCC1=C(C)C(=O)N/C1=C\c1[nH]c(C#CC#Cc2[nH]c(/C=C3/NC(=O)C(C)=C3CC)c(C)c2CCC(=O)O)c(CCC(=O)O)c1C	0	0.37
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CCCO	0	1.6
CCCCCC[C@@H](C)/C=C(C)/C=C/C(=O)N[C@H]1C[C@]2(O)C=C(Cl)C(=O)[C@@](Cl)([C@H]2OC)[C@H]1O	1	2.19
CC(NC(=O)COC(=O)CSc1ccc(F)cc1)c1ccc(F)cc1	0	-1.63
COc1ccc(CNC(C)C2COc3ccccc3O2)c(OC)c1.O=C(O)C(=O)O	0	0.01
COc1cc(OC)c2oc(=O)c(CC(C)O)cc2c1	1	0.86
Nn1c(CS(=O)(=O)Nc2ccccc2)nnc1CS(=O)(=O)c1c[nH]cc1S(=O)(=O)c1ccccc1	0	-1.47
COc1ccc(-c2cc(C(=O)O)c3c(OC)c(OC)c(OC)cc3n2)cc1OC	0	-0.1
CCCc1cc(O)cc(O)c1Oc1c(Cl)c(O)c(Cl)c2c1C(=O)O[C@@H]2CC	1	1.28
N=C(N)NCCC[C@@H]1NC(=O)[C@@H]2C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)[C@@H](O)C2	0	1.26
Nc1nc2c(-c3ccccn3)nccc2[nH]1	0	-0.66
CC(C)C[C@@H](CN1CCCC1CN1C(=S)NC[C@@H]1Cc1ccccc1)N1C[C@H](Cc2ccccc2)N(CC2CCCCC2)C1=S	0	-0.48
O=[N+]([O-])/N=C1\N(Cc2ccc(Cl)nc2)CCN1Cc1ccc(CN2CCN(Cc3ccc(Cl)nc3)/C2=N\[N+](=O)[O-])s1	0	-0.75
CC[C@H](C)/C=C/C1=CC2=C(Cl)C(=O)[C@@]3(C)O[C@]4(O)[C@H](C)[C@@H](C)OC(=O)[C@@H]4[C@H]3C2=CO1	1	2.74
COc1cc2oc3c(OC)c(-c4ccc(O)c(CC=C(C)C)c4)cc(OC)c3c2cc1O	1	1.63
NC(=O)N[C@H]1CC[C@H](OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1c1ccccc1	0	-0.2
CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2ccc(C(=O)Nc3cccc(S(=O)(=O)F)c3)cc2)c(Cl)c1	0	-1.05
OC1C=CC(O)C2C1C(O)CCC21Oc2cccc3cccc(c23)O1	1	1.85
CC1=NOC(=O)/C1=C\c1ccc(-c2ccc(Cl)c(C(=O)O)c2)o1	0	-1.0
Cc1ccccc1C(CC(=O)N[C@@H](CC(C)C)B(O)O)NC(=O)c1ccccc1	0	
CN1CCN(c2nc3c(c(N4CCSCC4)n2)CCNCC3)CC1	0	-1.44
CCOC(=O)C1NC1C(=O)N[C@H](CC(C)C)C(=O)NCCC(C)C	0	-0.25
Cl.Cl.O=[N+]([O-])c1cc(CSc2nnc(CCCCCN3CCN(Cc4ccccc4)CC3)o2)cc([N+](=O)[O-])c1	0	-1.75
CC(=O)O[C@H]1C[C@@H](C)[C@H](C(=O)O)[C@@]2(O)[C@@H]1C(C)(C)C[C@]2(C)CO	1	2.85
C[C@]12CC[C@H]3[C@@H](CNC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)Nc1ccccc1	0	0.9
CCC1CN(C)c2ccccc2CN1CCn1cncn1	0	-1.41
CC(C)=C/C=C1/C[C@@H]2O[C@@H](C(C)(C)O)C[C@@]23O[C@H]3[C@@H]1O	1	3.37
CCCCCCCCc1c2[n+](cc3c(OCC)c(OC)ccc13)CCc1cc(OCC)c(OCC)cc1-2.[Cl-]	0	0.75
O=C1NC(=O)C(c2ccc(O)c([N+](=O)[O-])c2)=C1c1ccccc1	1	-0.28
C=C1CC[C@]2(O)[C@H]([C@H](C(C)(C)O)CC[C@H]2C)[C@H]1O	1	3.36
O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)Cn1cc([123I])nn1)C(=O)O)C(=O)O	0	-0.84
Cc1cccn2c(=O)c3cc(C(N)=S)c(=N)n(CCCOC(C)C)c3nc12	0	-1.61
CNC(=O)[C@H]1CCCN1c1ccc(-c2ccnc(Nc3ccc(NC(C)=O)nc3)n2)cc1C#N	0	-1.57
OCC[C@H]1C[C@H](O)[C@@H](O)[C@]2(CCc3ccccc3O2)O1	0	2.22
N[C@@H](C[C@]1(C(=O)O)C[C@@H]1C(=O)O)C(=O)O	0	1.45
Clc1cc(Cl)c2nc(SCCN3CCOCC3)[nH]c2c1	0	-2.3
COC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC(=O)[C@@H]3[C@@]4(C)C/C(=C/O)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2	0	2.67
O=C(O)CCCCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2	0	-1.0
CCc1oc2c(O)cccc2c1C(=O)c1ccc(OC)cc1	0	0.6
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)N5CCC5)c[nH]4)c3)cc2)c1	0	-1.72
C/C(=C\Cc1c(O)cc(O)c2c1C[C@@H](C)OC2=O)CCC(O)[C@@]1(C)CC[C@@H](C(C)(C)O)O1	1	2.67
COc1ccc2c(c1OC1CCCC1)CN(S(C)(=O)=O)N=C2Cc1c(Cl)cncc1Cl	0	-0.19
NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1O	1	0.95
CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	0	0.45
CC(NC(=O)c1cc(-c2ccc(OCC(=O)N3CCOCC3)cc2)cnc1N)c1c(Cl)ccc(F)c1Cl	0	-1.54
C[C@@H]1COC(=O)[C@H]2O[C@@](C)(O)[C@@]3(CC=C(CO)C(=O)[C@H]3O)[C@@H]12	1	2.41
C=C(C)C(O)Cc1ccc2c(c1OC)C(=O)OCc1cc(C)cc(O)c1O2	1	1.63
CCCC[C@H](NC(=O)[C@@H](Cc1c(C#N)[nH]c2ccccc12)NC(=O)C(NC(=O)N1[C@H](C)CCC[C@@H]1C)C(C)C)C(=O)O	0	-0.27
C#CCOc1ccc(C(=O)/C=C/c2ccc(OC)cc2OC)cc1OC	0	-0.51
O=C(NC(=S)Nc1ccc(Cl)c(Cl)c1)c1cccc(Cl)c1	0	-2.43
CCC(C)Nc1nc(C)c([N+](=O)[O-])c(-n2ccnc2C)n1	0	-1.89
COn1cc2c3c(cccc31)[C@@H]1C=C(C)CN(C)[C@@H]1C2	1	1.38
CC1=C(C[C@H](C)O)[C@H](/C=C(C)/C=C(C)/C=C/C(=O)O)[C@@H]2C(=C1)C[C@@H](C)C(=O)[C@H]2C	1	1.72
Cc1cc(O)c(CO)c2c1C(=O)Oc1c(C)c3c(c(O)c1O2)C(=O)OC3	1	1.65
CC(=O)c1ccc(OCc2cccc(Cl)c2)cc1O	0	-0.62
COc1ccc(CN2C(=O)[C@@H]3C(c4ccc(F)cc4)=NO[C@@H]3C2=O)cc1	0	-0.8
O=C(/C=C/c1cccc(S(=O)(=O)n2ccc3cc(C(=O)c4ccc(F)cc4)ccc32)c1)NO	0	-0.87
Cc1c(P(=O)(c2ccccc2)c2ccccc2)c2ccccc2n1C	0	-0.35
CC(=O)N1CCC2(CCN(Cc3ccncc3)CC2)CC1	0	-1.06
O=C(CN1CCSC(c2ccccc2)C1)NCc1ccccn1	0	-1.89
CC[C@H](C)[C@@H](NC(=O)[C@H](O)Cc1cc(Cl)c(O)c(Br)c1)C(=O)N1[C@H](C(=O)NCCCCNC(=N)N)C[C@@H]2CC[C@@H](OS(=O)(=O)O)C[C@@H]21	1	0.92
CC1NCCOC1c1ccc(Cl)cc1	0	0.18
CC(C)c1cccc(C(C)C)c1NC(=O)C1c2ccccc2CCc2ccccc21	0	-0.45
CC(=O)OCCC(=O)[C@]1(C)[C@H]2CC[C@H](C)C[C@@H]2[C@H](Cl)[C@@H](O)[C@@]1(C)O	1	1.52
CC(C)Nc1nccc(-c2c[nH]nc2C2CCCNC2)n1	0	-1.06
C[C@@H]1C=C2C(=O)O[C@@H]3CC[C@H](C1)[C@]23O	1	2.78
COC(=O)CSc1nnc(-c2ccoc2C)n1-c1ccc(OC)cc1	0	-1.84
O=C(O)C(Cc1ccccc1)SCCSc1ccccc1	0	-0.55
CCOc1cc(-c2cc(N)[nH]n2)cc(OCC)c1OCC	0	-0.84
Cc1ccc(CC(=O)NC2CCSC2=O)cc1	0	-1.17
CCOc1cc(CNC2CCCC2)cc(Cl)c1OCc1ccccc1.Cl	0	-0.83
C/C=C/C=C/C=C/[C@H]1C[C@@H](O)C[C@H](O)[C@@H]1CO	1	2.65
CC(C)(C)c1ccc(C/N=C(\S)N(O)Cc2ccc(NS(C)(=O)=O)cc2)cc1	0	-1.0
CCC[C@H]1Cc2oc(=O)cc(OC)c2[C@H](O)O1	1	1.77
CN(Cc1ccccc1)CC(O)COc1ccc2c(c1)CCCN2Cc1ccccc1	0	-1.3
CC1(N)CCN(c2cccnc2NC(=O)c2nc(-c3nccc(CO)c3C(F)(F)F)cnc2N)CC1	0	-0.59
N#C[C@]1(c2ccc(-c3c(F)cc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)[C@@H]2CSC[C@@H]21	0	-1.03
COc1ccc2c(ccn2CCOc2ccc(NC(=O)CCCCC(=O)NO)cc2)c1	0	-1.09
CCCCCC(=O)CCC/C=C/C(=O)N[C@H]1C[C@@]2(O)C(=O)[C@H]([C@H](O)[C@@H]3O[C@@H]32)[C@H]1O	1	2.17
CS(=O)(=O)N1CCS[C@@H]1c1ccc(Cl)cc1	0	-1.53
CCOC(=O)/C(C)=C/C(C)=C\c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)C2CCCCC2)n1	0	-0.4
CCCn1cnnc1CNC1CSCCSC1	0	-1.85
CO[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@H]3[C@H](C)C[C@H](OC(C)=O)[C@H]4C(C)(C)C[C@@]2(C)[C@@]34O)[C@@]2(C)CC(C)(C)c3ccc(C)c1c32	1	2.57
C/C(=C\[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)C/C=C(\C)C(=O)C[C@H](O)[C@@H](C)/C=C/C=C\C=C/C(=O)Nc1c(Cl)c(O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@H]2O)c2cc(O)c(C)cc2c1O)C(=O)O	1	1.82
CC[C@H](C)C(=O)[C@H]1[C@H](CO)[C@H](C)[C@H](C)O[C@@H]1O	1	1.72
C/C=C1\C[C@H]2CNc3ccccc3C(=O)N2C1	1	0.59
COc1cc(OC)c2c(c1)C(=O)C1=C(CO[C@@](C)(O)C1)C2=O	1	1.88
CC1CN(CCC(=O)Nc2ccc3c(c2)OCO3)CC(C)O1.Cl	0	-1.47
CC(=O)Oc1cc(C(=O)Nc2cccc(NC(=O)c3cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c3)c2)cc(OC(C)=O)c1OC(C)=O	0	-0.26
O=c1[nH]c(=O)c([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)co1	1	1.65
Cc1cc(C)cc(CC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)Nc2ccc(-c3cn4c(n3)sc3ccccc34)cc2)c1	0	-1.19
COC(=O)N[C@H](C(=O)NN(Cc1ccc(-c2c(C)noc2C)cc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C	0	-0.24
CS[C@@H]1[C@@H](N)[C@@H](O)[C@@H](O)[C@H]1O	1	0.91
C/C1=C\[C@@H](C)C/C=C/[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](C(O)c4c[nH]c5ccccc45)NC(=O)[C@]32C(=O)CC[C@H](O)C1=O	1	2.29
CC(O)C(NC(=O)N1CCOCC1)C(=O)N[C@H](Cc1cn(C=O)c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N(C)Cc1ccccc1	0	-0.67
COC(=O)Nc1ccc2c(c1)NC(=O)C(C)C/C=C/C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1	0	-1.13
O=C(NCCSCc1cccc(Br)c1)c1c(Cl)cccc1Cl	0	-1.77
Fc1ccc(Nc2n[nH]c3cc(C(F)(F)F)ncc23)cc1F	0	-1.94
FC(F)(F)c1ccc(Cn2nc3c(C(F)(F)F)cccc3c2-c2ccc(Cl)cc2)cc1	0	-1.31
CC(C)C[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](O)Cc2ccc(O)cc2)[C@@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)N2C(=O)[C@H](CC[C@H]2O)NC1=O	1	1.28
CN(C)CCc1c[nH]c2ccc(CCN3C(=O)N[C@@H](Cc4ccc(NS(C)(=O)=O)cc4)C3=O)cc12	0	-0.73
COc1cc(OC)c2c(O)c3c(=O)cc(C)oc3c(-c3c(OC)cc4cc5oc(C)cc(=O)c5c(O)c4c3OC)c2c1	1	1.4
CC(C)(C)c1ccc(-c2cccc3cc(-c4ccccc4CN=C(N)N)ccc23)cc1	0	-0.02
C1CC(N2C[C@@H]3COC[C@]3(COCC3CCOCC3)C2)C1	0	0.27
C[C@H]1CC[C@@]2(C)C=CC(=O)C=C2C=C1C=O	1	2.28
Oc1cccc(Nc2ccnc(Nc3cccc(O)c3)n2)c1	0	-0.79
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C	1	1.74
CCCCNC(=O)CN(CCCCCC(=O)NO)C(=O)c1ccc(N(C)C)cc1	0	-1.15
COc1cc(NC(=O)COC(=O)CNC(=O)C2CCCCC2)cc(OC)c1	0	-1.44
CCCCN(CCCC)CC(O)c1cccc2cc3cc(Cl)c(Cl)cc3cc12	0	-0.58
O=C(O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CS)[C@H]1CCCc2ccccc21	0	0.12
CCOC(=O)N1CCN(S(=O)(=O)c2cc(-c3nn4c(C)nnc4c4ccccc34)ccc2C)CC1	0	-2.01
COc1cc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)ccc1O	0	1.86
CC(C)(C)NCC(O)COc1ccc(/C=C/CO)cc1Cl.O=C(O)C(=O)O	0	-0.09
O=C(O)CNC(=O)c1c(O)c2c(n(Cc3ccc(C(F)(F)F)cc3)c1=O)CSC2	0	-0.97
CCCCCCCCCCCCCCCCOCC(CS[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1N)OC	0	0.77
Cn1cnc2nc(-c3ccc(Cl)cc3)nn2c1=S	0	-2.26
COc1ccc(C2C(C(=O)c3ccccc3)N3c4ccccc4C=CC3C2[N+](=O)[O-])cc1	0	-0.31
Cc1cccc(OCc2nc(-c3ccc(-n4cccc4)cc3)no2)c1	0	-2.3
COc1ncccc1CN1CC[C@@H](C(=O)N(Cc2cc(Cl)c3c(c2)OCCCO3)CC(C)C)C1	0	-1.76
CCOCCCNC(=O)C1CCN(S(=O)(=O)CC)CC1	0	-2.1
CCC(=O)N1CC[C@]23c4ccccc4N[C@H]4N(C)c5cccc6c5[C@]42CCN([C@H]6[C@@H]2OC2(C)C)[C@H]13	1	1.73
C=C1/C=C/[C@@H](C(C)C)CC/C(C)=C/CC1	1	3.27
CCOC(=O)[C@H](C)NP(=O)(OC[C@@]1(N=[N+]=[N-])O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)Oc1ccccc1	0	0.29
C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C	0	2.65
C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3=O)CO	1	3.47
CCCCCCC1=C(C)C(=O)OC1=O	1	1.64
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2cccc(F)c2c1=O	0	-1.73
Clc1ccc(/C=C/c2ccc3ccccc3n2)s1	0	-1.65
CC(=O)O[C@H]1CC[C@]2(C)C3=C([C@H](OC(C)=O)C[C@H]2C1(C)C)[C@]1(C)[C@@H](O)C[C@H]([C@H](C)CC/C=C(\C)C(=O)O)[C@@]1(C)CC3	1	3.21
C[C@H]1CN2CCN(Cc3cccc(O)c3)C[C@H]2C[C@@]1(C)c1cccc(O)c1	0	-0.02
COc1ccc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)CC[C@@H](OC(C)=O)C(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc1	1	1.86
COc1cc(C)cc2c1C(=O)c1c(O)cc(O)cc1C2=O	1	1.31
COc1cccc(SC2=C(N)C(=O)c3ccccc3C2=O)c1	0	-0.38
Nc1ccccc1-c1ncc(C(=O)O)c(=O)[nH]1	0	-0.6
CN1C(=O)C(=Cc2ccccc2[N+](=O)[O-])C(=O)N(C)C1=O	0	-1.38
COC(=O)N[C@H](C(=O)NN(CC[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)Cc1ccc(-c2ccccn2)cc1)C(C)(C)C	0	-0.18
O=c1oc(/C=C/c2ccc(O)c(O)c2)cc2oc3cc(O)c(O)cc3c12	1	1.29
CCCCCCC[C@H]1Cc2cc(O)c(C(=O)O)c(O)c2[C@@H](O)O1	1	1.93
CCCCC1(CCCC)NS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCCOCCOCC[N+](CC)(CC)CC)cc2)[C@H]1O.[I-]	0	-0.27
OCCCCN1CC[C@@H]2C(C1)c1cc(F)ccc1N2c1ccc(F)cc1	0	-0.94
C[C@@H]1CCC/C=C/C=C/[C@H](O)C[C@@H](O)C/C=C\C=C\[C@@H](O)C/C=C/C=C\C(=O)O1	1	2.25
COc1cc(/C=N/NC(=O)C(OC)c2ccc(-n3ccnc3)cc2)cc(OC)c1Br	0	-1.58
COCC(=O)N[C@@H](C(=O)N1NCCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](C)C(=O)N[C@H]1CCN(C(C)=O)C1=O)[C@H](O)C(C)C	1	-0.18
C=C/C=C(/CO)c1cc(O)ccc1O	1	1.52
O=C(O)CCCn1cnc2c(Br)c(Br)c(Br)c(Br)c21	0	-0.31
N.N.Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](COP(O)(O)=S)[C@@H](O)[C@H]1O	0	0.96
CC(=O)N[C@@H]1CC[C@H]2[C@@H]3CCC4N(C)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C	0	1.36
